input_name,author_name,orcid,work_openalex_id,title,year,venue,doi,cited_by_count,type,openalex_url,counts_by_year,fwci,is_in_top_10_percent
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4399829693,Signs of climate variability in double tropopause global distribution from radio occultation data,2024,,https://doi.org/10.5194/egusphere-2024-1654,0,preprint,https://openalex.org/W4399829693,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4404806675,Self-induced gravity wave attenuation and breaking with generation of secondary modes in the lower mesosphere during two SOUTHTRAC flights above the Andes,2024,,https://doi.org/10.22541/essoar.173282316.68511437/v1,0,preprint,https://openalex.org/W4404806675,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4409765106,Self‐Induced Gravity Wave Attenuation and Breaking With Generation of Secondary Modes in the Lower Mesosphere During Two SOUTHTRAC Flights Above the Andes,2025,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2024jd042981,0,article,https://openalex.org/W4409765106,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4411341757,Relationship between the Global Distribution of Double Tropopause from Radio Occultation Data and Climate Indices,2025,,https://doi.org/10.22541/essoar.175008999.94858259/v1,0,preprint,https://openalex.org/W4411341757,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4411434973,Forecasting Intense Radar Reflectivity Using Machine Learning and Deep Learning Algorithms,2025,International Journal of Climatology,https://doi.org/10.1002/joc.8919,0,article,https://openalex.org/W4411434973,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4411994083,Interference of Gravity Waves above the Antarctic Peninsula Studied using a Spectral Rotary Method during the SOUTHTRAC Campaign,2025,,https://doi.org/10.22541/essoar.175157457.79113365/v1,0,preprint,https://openalex.org/W4411994083,[],0.0,False
"Hierro, Rodrigo",R. Hierro,0000-0001-7835-8801,https://openalex.org/W4416196528,Observational Evidence of Vertical Drying Over Deforested Amazonia From <scp>GPS</scp> ‐ <scp>RO</scp> Data,2025,International Journal of Climatology,https://doi.org/10.1002/joc.70184,0,article,https://openalex.org/W4416196528,[],0.0,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4282923636,The coexistence of gravity waves from diverse sources during a SOUTHTRAC flight,2022,,https://doi.org/10.1002/essoar.10511611.1,4,preprint,https://openalex.org/W4282923636,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}]",3.08056352,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4319594271,The Coexistence of Gravity Waves From Diverse Sources During a SOUTHTRAC Flight,2023,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2022jd037276,6,article,https://openalex.org/W4319594271,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2014, 'cited_by_count': 1}]",0.7326,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4311633723,A Spectral Rotary Analysis of Gravity Waves: An Application During One of the SOUTHTRAC Flights,2022,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2022jd037139,3,article,https://openalex.org/W4311633723,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}]",0.4515,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4292941879,A Spectral Rotary Analysis of Gravity Waves: An Application during one of the SOUTHTRAC Flights,2022,,https://doi.org/10.1002/essoar.10512227.1,2,preprint,https://openalex.org/W4292941879,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}]",1.54028176,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4404806675,Self-induced gravity wave attenuation and breaking with generation of secondary modes in the lower mesosphere during two SOUTHTRAC flights above the Andes,2024,,https://doi.org/10.22541/essoar.173282316.68511437/v1,0,preprint,https://openalex.org/W4404806675,[],0.0,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4409765106,Self‐Induced Gravity Wave Attenuation and Breaking With Generation of Secondary Modes in the Lower Mesosphere During Two SOUTHTRAC Flights Above the Andes,2025,Journal of Geophysical Research Atmospheres,https://doi.org/10.1029/2024jd042981,0,article,https://openalex.org/W4409765106,[],0.0,False
"Marcos, T.",Tomás Marcos,0000-0002-5598-0830,https://openalex.org/W4411994083,Interference of Gravity Waves above the Antarctic Peninsula Studied using a Spectral Rotary Method during the SOUTHTRAC Campaign,2025,,https://doi.org/10.22541/essoar.175157457.79113365/v1,0,preprint,https://openalex.org/W4411994083,[],0.0,False
"Olmedo, Agustín",Agustín Olmedo,0000-0003-2844-6816,https://openalex.org/W4226254681,Improving Integration Process Efficiency through Pull Request Prioritization,2022,,https://doi.org/10.5220/0010992100003176,4,preprint,https://openalex.org/W4226254681,"[{'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 1}]",0.634255,False
"Olmedo, Agustín",Agustín Olmedo,0000-0003-2844-6816,https://openalex.org/W4383568195,Pull Requests Integration Process Optimization: An Empirical Study,2023,Communications in computer and information science,https://doi.org/10.1007/978-3-031-36597-3_8,1,book-chapter,https://openalex.org/W4383568195,"[{'year': 2024, 'cited_by_count': 1}]",0.7559,False
"Olmedo, Agustín",Agustín Olmedo,0000-0003-2844-6816,https://openalex.org/W4403212818,IPOptimizer: A Tool to Optimize the Pull Request Integration Process,2024,,https://doi.org/10.1109/clei64178.2024.10700277,0,article,https://openalex.org/W4403212818,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W1970576459,Employing use cases to early estimate effort with simpler metrics,2008,Innovations in Systems and Software Engineering,https://doi.org/10.1007/s11334-007-0043-y,56,article,https://openalex.org/W1970576459,"[{'year': 2024, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 2}, {'year': 2018, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 5}, {'year': 2016, 'cited_by_count': 4}, {'year': 2015, 'cited_by_count': 7}, {'year': 2014, 'cited_by_count': 4}, {'year': 2013, 'cited_by_count': 5}, {'year': 2012, 'cited_by_count': 4}]",11.8437,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2886619014,The Hero program: Development and initial validation of an intervention program to promote prosocial behavior in adolescents,2018,Journal of Social and Personal Relationships,https://doi.org/10.1177/0265407518793224,44,article,https://openalex.org/W2886619014,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 5}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 13}, {'year': 2022, 'cited_by_count': 7}, {'year': 2021, 'cited_by_count': 7}, {'year': 2020, 'cited_by_count': 3}, {'year': 2019, 'cited_by_count': 5}]",5.1946,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2472091773,Toward the characterization of software testing practices in South America: looking at Brazil and Uruguay,2016,Software Quality Journal,https://doi.org/10.1007/s11219-016-9329-3,27,article,https://openalex.org/W2472091773,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 6}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 5}, {'year': 2019, 'cited_by_count': 7}, {'year': 2018, 'cited_by_count': 1}]",5.3078,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3018663332,A Systematic Literature Review in Multi-Agent Systems: Patterns and Trends,2019,,https://doi.org/10.1109/clei47609.2019.235098,17,article,https://openalex.org/W3018663332,"[{'year': 2026, 'cited_by_count': 1}, {'year': 2025, 'cited_by_count': 3}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 2}]",0.9801,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4205594818,"Impact of Accelerators, as Education &amp; Training Programs, on Female Entrepreneurs",2021,Entrepreneurship Research Journal,https://doi.org/10.1515/erj-2020-0306,16,article,https://openalex.org/W4205594818,"[{'year': 2025, 'cited_by_count': 9}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 5}]",2.0053,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4412656915,The World State of Artificial Intelligence Based on the Analysis of Research Papers and Patents,2025,Lecture notes in networks and systems,https://doi.org/10.1007/978-981-96-3942-7_33,1,book-chapter,https://openalex.org/W4412656915,"[{'year': 2026, 'cited_by_count': 1}]",5.1871,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W1986822503,Transactions and paths: Two use case based metrics which improve the early effort estimation,2009,,https://doi.org/10.1109/esem.2009.5316021,45,article,https://openalex.org/W1986822503,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 3}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 4}, {'year': 2020, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 5}, {'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 3}, {'year': 2014, 'cited_by_count': 2}, {'year': 2013, 'cited_by_count': 3}, {'year': 2012, 'cited_by_count': 4}]",8.8836,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2044799199,Introducing the evaluation of complexity in functional size measurement,2010,,https://doi.org/10.1145/1852786.1852820,23,article,https://openalex.org/W2044799199,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 2}, {'year': 2012, 'cited_by_count': 2}]",7.6308,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2052845133,Towards a simplified definition of Function Points,2013,Information and Software Technology,https://doi.org/10.1016/j.infsof.2013.04.003,22,article,https://openalex.org/W2052845133,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 5}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 4}, {'year': 2016, 'cited_by_count': 5}, {'year': 2015, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 1}]",7.6002,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3134923004,Building a Catalogue of ISO/IEC 25010 Quality Measures Applied in an Industrial Context,2021,Journal of Physics Conference Series,https://doi.org/10.1088/1742-6596/1828/1/012077,14,article,https://openalex.org/W3134923004,"[{'year': 2025, 'cited_by_count': 4}, {'year': 2024, 'cited_by_count': 3}, {'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 4}, {'year': 2021, 'cited_by_count': 1}]",2.7541,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2591268521,"A study on the statistical convertibility of IFPUG Function Point, COSMIC Function Point and Simple Function Point",2017,Information and Software Technology,https://doi.org/10.1016/j.infsof.2017.02.005,16,article,https://openalex.org/W2591268521,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2024, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 3}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 2}, {'year': 2019, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 3}]",3.869,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2117296473,Do Agile Methods Increase Productivity and Quality,2014,American Journal of Software Engineering and Applications,https://doi.org/10.11648/j.ajsea.20140301.11,11,article,https://openalex.org/W2117296473,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 3}, {'year': 2018, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}]",2.3667,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2037025682,How Simple is It to Measure Software Size and Complexity for an IT Practitioner?,2011,,https://doi.org/10.1109/esem.2011.12,10,article,https://openalex.org/W2037025682,"[{'year': 2020, 'cited_by_count': 1}, {'year': 2019, 'cited_by_count': 1}, {'year': 2018, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 2}, {'year': 2014, 'cited_by_count': 3}, {'year': 2013, 'cited_by_count': 1}]",2.9558,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2071865298,An Alternative Method Employing Uses Cases for Early Effort Estimation,2007,,https://doi.org/10.1109/sew.2007.91,9,article,https://openalex.org/W2071865298,"[{'year': 2017, 'cited_by_count': 2}, {'year': 2016, 'cited_by_count': 3}, {'year': 2015, 'cited_by_count': 2}]",0.7912,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2985063551,A Unique Value that Synthesizes the Quality Level of a Product Architecture: Outcome of a Quality Attributes Requirements Evaluation Method,2019,Lecture notes in computer science,https://doi.org/10.1007/978-3-030-35333-9_51,6,book-chapter,https://openalex.org/W2985063551,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 3}, {'year': 2020, 'cited_by_count': 1}]",1.3136,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3194378638,Overview of an Automated Framework to Measure and Track the Quality Level of a Product,2020,2020 IEEE Congreso Bienal de Argentina (ARGENCON),https://doi.org/10.1109/argencon49523.2020.9505405,4,article,https://openalex.org/W3194378638,"[{'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 3}]",1.0676,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2037489438,The role of the measure of functional complexity in effort estimation,2010,,https://doi.org/10.1145/1868328.1868338,14,article,https://openalex.org/W2037489438,"[{'year': 2024, 'cited_by_count': 1}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 2}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 1}, {'year': 2016, 'cited_by_count': 2}, {'year': 2015, 'cited_by_count': 1}, {'year': 2013, 'cited_by_count': 1}, {'year': 2012, 'cited_by_count': 1}]",2.7748,True
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3091800294,Tendencies in Multi-Agent Systems: A Systematic Literature Review,2020,CLEI electronic journal,https://doi.org/10.19153/cleiej.23.1.1,5,article,https://openalex.org/W3091800294,"[{'year': 2025, 'cited_by_count': 2}, {'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}]",0.302,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3123393468,Matching in entrepreneurial finance networks,2019,Venture Capital,https://doi.org/10.1080/13691066.2018.1457474,3,article,https://openalex.org/W3123393468,"[{'year': 2023, 'cited_by_count': 2}, {'year': 2022, 'cited_by_count': 1}]",0.4342,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W806438457,Expert Estimation and Historical Data: An Empirical Study,2013,International Conference on Software Engineering Advances,,2,article,https://openalex.org/W806438457,"[{'year': 2014, 'cited_by_count': 2}]",0.7942,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2765868113,"""Accelerators, Networks and Venture Capital Financing""",2016,Academy of Management Proceedings,https://doi.org/10.5465/ambpp.2016.11047abstract,5,article,https://openalex.org/W2765868113,"[{'year': 2025, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 2}, {'year': 2020, 'cited_by_count': 1}, {'year': 2017, 'cited_by_count': 1}]",0.7535,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3206072768,Product Quality Evaluation Method (PQEM): To Understand the Evolution of Quality Through the Iterations of a Software Product,2021,International Journal of Software Engineering & Applications,https://doi.org/10.5121/ijsea.2021.12501,1,article,https://openalex.org/W3206072768,"[{'year': 2025, 'cited_by_count': 1}]",0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4200570174,"GeoRayos, a Web and Mobile App to Increase Awareness on Lightning Strikes",2021,,https://doi.org/10.1109/clei53233.2021.9640001,1,article,https://openalex.org/W4200570174,"[{'year': 2025, 'cited_by_count': 1}]",0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4411823413,A study on reported under-documented non-functional requirements as an indicator of technical debt,2025,Software Quality Journal,https://doi.org/10.1007/s11219-025-09725-4,1,article,https://openalex.org/W4411823413,"[{'year': 2025, 'cited_by_count': 1}]",2.4061,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2977137885,Technical Debt and Waste in Non-functional Requirements Documentation: An Exploratory Study,2019,Lecture notes in computer science,https://doi.org/10.1007/978-3-030-35333-9_16,4,preprint,https://openalex.org/W2977137885,"[{'year': 2023, 'cited_by_count': 1}, {'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}, {'year': 2020, 'cited_by_count': 1}]",1.31818596,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2626532506,Es Posible Superar la Precisión Basada en el Juicio de Expertos de la Estimación de Esfuerzo de Productos de Software,2013,Conferencia Iberoamericana de Software Engineering,,2,article,https://openalex.org/W2626532506,"[{'year': 2017, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}]",0.2186,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W311249937,Método de estimación de costos de un producto de software Web,2014,,,2,article,https://openalex.org/W311249937,"[{'year': 2017, 'cited_by_count': 1}, {'year': 2015, 'cited_by_count': 1}]",1.5778,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3185505164,Product Quality Evaluation Method (PQEM): A Comprehensive Approach for the Software Product Life Cycle,2021,,https://doi.org/10.5121/csit.2021.111104,2,article,https://openalex.org/W3185505164,"[{'year': 2022, 'cited_by_count': 1}, {'year': 2021, 'cited_by_count': 1}]",0.5508,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2341405859,Aplicación y Valoración de la Verificación y Validación de Software: una Encuesta Realizada en Buenos Aires,2015,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,1,article,https://openalex.org/W2341405859,"[{'year': 2016, 'cited_by_count': 1}]",0.7946,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2602214162,Using Functional Complexity Measures in Software Development Effort Estimation,2012,IrInSubria (University of Insubria),,1,article,https://openalex.org/W2602214162,"[{'year': 2015, 'cited_by_count': 1}]",0.7106,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2001022701,Traceable complexity metric from requirements to code,2010,,https://doi.org/10.1145/1852786.1852866,1,article,https://openalex.org/W2001022701,[],0.6937,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3013250167,HeartCare: an Agent Oriented Architecture Implemented with Actors,2019,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,1,article,https://openalex.org/W3013250167,"[{'year': 2020, 'cited_by_count': 1}]",,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4288102205,Technical Debt and Waste in Non-Functional Requirements Documentation:\n An Exploratory Study,2019,arXiv (Cornell University),https://doi.org/10.48550/arxiv.1909.12716,1,preprint,https://openalex.org/W4288102205,"[{'year': 2022, 'cited_by_count': 1}]",,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W1553305015,"Transacciones, objetos de entidad y caminos",2009,,https://doi.org/10.35537/10915/4161,0,dissertation,https://openalex.org/W1553305015,[],,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W1574103082,Métricas de Diseño Orientado a Objetos aplicadas en Java,2004,,https://doi.org/10.35537/10915/4091,0,dissertation,https://openalex.org/W1574103082,[],,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2227205151,When May the Accuracy of Expert Estimation Be Improved by Using Historical Data,2014,,,0,article,https://openalex.org/W2227205151,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2478166677,Matching in Entrepreneurial Finance Networks,2016,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.2805726,0,article,https://openalex.org/W2478166677,[],,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2507325640,The Added-Value of Network Connections in Entrepreneurial Finance,2016,SSRN Electronic Journal,https://doi.org/10.2139/ssrn.2813652,0,article,https://openalex.org/W2507325640,[],,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2529958049,Functional Complexity Measurement: Proposals and Evaluations,2011,IrInSubria (University of Insubria),,0,article,https://openalex.org/W2529958049,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2560546269,Estimación de proyectos de software pequeños basada en el juicio de expertos: un caso de estudio,2016,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,0,article,https://openalex.org/W2560546269,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2611812820,An Empirical Evaluation of Effort Prediction Models Based on Functional Size Measures,2012,IrInSubria (University of Insubria),,0,article,https://openalex.org/W2611812820,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2792389580,Tanchella: Una Herramienta para la Recolección de Datos de la Web.,2017,Conferencia Iberoamericana de Software Engineering,,0,article,https://openalex.org/W2792389580,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2793256464,Aplicación e Importancia de las Prueba de Software: una Encuesta Realizada en Buenos Aires en el Ámbito Público.,2017,Conferencia Iberoamericana de Software Engineering,,0,article,https://openalex.org/W2793256464,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W286434286,Tracing complexity from requirements to implementation,2011,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,0,article,https://openalex.org/W286434286,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2901168561,Sistema dinámico y adaptativo para el control del tráfico de una intersección de calles: modelación y simulación de un sistema multi-agente,2018,,,0,article,https://openalex.org/W2901168561,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2912901825,Modelado y Simulación de una Intersección de Calles en un Contexto Multi-Agente,2018,Elektron,https://doi.org/10.37537/rev.elektron.2.2.59.2018,0,article,https://openalex.org/W2912901825,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W294616563,Integrating Empirical Software Engineering practice in South America,2015,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,0,article,https://openalex.org/W294616563,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W2964938880,"Accelerators, Entrepreneurial Self-Efficacy and Venture Capital: A Gender Perspective Model",2019,Academy of Management Proceedings,https://doi.org/10.5465/ambpp.2019.15673abstract,0,article,https://openalex.org/W2964938880,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3008329650,Hero: un software para la promoción de comportamientos prosociales de adolescentes en un contexto lúdico,2019,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,0,article,https://openalex.org/W3008329650,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3083364996,Estudio de usabilidad y percepción de eficacia de los módulos que componen el programa héroe,2020,Deposito Adademico Digital Universidad De Navarra (University of Navarra),,0,article,https://openalex.org/W3083364996,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3128449961,Predicción de Defectos Usando Métricas Estáticas y de Cambio: un caso de estudio en un Lenguaje Dinámicamente Tipado.,2020,,,0,article,https://openalex.org/W3128449961,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W3187518625,Plataforma Life+: un entorno flexible para la rehabilitación de pacientes cardíacos,2020,El Servicio de Difusión de la Creación Intelectual (National University of La Plata),,0,article,https://openalex.org/W3187518625,[],,
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4286908746,Product Quality Evaluation Method (PQEM): To Understand the Evolution of Quality Through the Iterations of a Software Product,2021,Zenodo (CERN European Organization for Nuclear Research),https://doi.org/10.5281/zenodo.5554043,0,article,https://openalex.org/W4286908746,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4312565057,Trends and Findings in Measuring Software Quality Metrics in the Industry,2022,2022 IEEE Biennial Congress of Argentina (ARGENCON),https://doi.org/10.1109/argencon55245.2022.9939935,0,article,https://openalex.org/W4312565057,[],0.0,False
"Robiolo, Gabriela",Gabriela Robiolo,0000-0001-6865-8499,https://openalex.org/W4313788934,Modelling and Simulation of a Street Intersection in a Multi-Agent Context,2018,SHILAP Revista de lepidopterología,,0,article,https://openalex.org/W4313788934,[],0.0,False
"Rossi, Mario",Mario Rossi,0000-0001-6349-8895,https://openalex.org/W2003044806,Physical Interaction with Yes-associated Protein Enhances p73 Transcriptional Activity,2001,Journal of Biological Chemistry,https://doi.org/10.1074/jbc.m010484200,419,article,https://openalex.org/W2003044806,"[{'year': 2025, 'cited_by_count': 9}, {'year': 2024, 'cited_by_count': 13}, {'year': 2023, 'cited_by_count': 11}, {'year': 2022, 'cited_by_count': 20}, {'year': 2021, 'cited_by_count': 29}, {'year': 2020, 'cited_by_count': 20}, {'year': 2019, 'cited_by_count': 16}, {'year': 2018, 'cited_by_count': 24}, {'year': 2017, 'cited_by_count': 15}, {'year': 2016, 'cited_by_count': 18}, {'year': 2015, 'cited_by_count': 22}, {'year': 2014, 'cited_by_count': 25}, {'year': 2013, 'cited_by_count': 32}, {'year': 2012, 'cited_by_count': 13}]",3.3054,True
